name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
Spacious and stylish 3 bedroom apartment,Zuid,52.348290000000006,4.86204,Entire home/apt,175,4,19,0.26,1,0
Little House close to Amsterdam,Noord-Oost,52.39736,5.00445,Entire home/apt,109,1,291,3.97,1,340
Stylish house in Jordaan Amsterdam,Westerpark,52.381440000000005,4.87903,Entire home/apt,240,3,28,0.39,2,0
Lovely comfortable home with free parking,IJburg - Zeeburgereiland,52.35457,4.99298,Entire home/apt,200,5,4,0.12,2,0
Cozy apartment for 2p,Westerpark,52.38825,4.8821699999999995,Entire home/apt,89,5,17,0.23,1,0
Home with garden close to airport,Zuid,52.3538,4.85807,Entire home/apt,105,2,30,0.41,1,0
Amazing modern houseboat great view,Watergraafsmeer,52.34661,4.91308,Entire home/apt,180,3,34,0.57,1,12
A dike house with view on a pasture,Noord-West,52.41449,4.90719,Entire home/apt,160,3,40,0.55,1,0
Industrial brand new city apartment,Oud-Oost,52.35625,4.92933,Entire home/apt,140,2,25,0.42,1,29
Beautiful Apartment Amsterdam 4p,Zuid,52.351000000000006,4.860180000000001,Entire home/apt,225,2,16,0.22,1,76
B&B Amstelveld @ Prinsengracht,Centrum-Oost,52.36094,4.89383,Entire home/apt,200,4,34,0.47,1,247
Affordable design apartment (for4+),Bos en Lommer,52.37296,4.845269999999999,Entire home/apt,450,2,62,0.87,1,0
DESIGN UNIQUE LOFT with rooftop,Westerpark,52.37337,4.87317,Entire home/apt,270,4,24,0.37,1,0
Lovely Appartement with a Canal View in the Center,Westerpark,52.389759999999995,4.88922,Entire home/apt,210,3,12,0.2,2,108
Nice apartment nearby Rembrandtpark,De Baarsjes - Oud-West,52.36636,4.853219999999999,Entire home/apt,85,6,16,0.22,1,0
Penthouse with lakeview & bikes,Slotervaart,52.36566,4.83283,Entire home/apt,119,8,18,0.25,1,365
Comfortable sky room 12th floor,Slotervaart,52.36309,4.84393,Private room,50,2,340,4.64,3,171
Beautiful Canal Apartment,Centrum-West,52.37514,4.8891599999999995,Private room,160,1,198,3.31,1,330
Comfortable SKY ROOM 12th floor,Slotervaart,52.36173,4.8454,Private room,58,2,274,3.74,3,175
FABULOUS CANAL VIEW APT ❤️ of AMS,Centrum-West,52.37904,4.894830000000001,Entire home/apt,275,2,94,1.31,1,7
CENTRAL COZY APARTMENT W/ TERRACE,Centrum-West,52.37962,4.88046,Entire home/apt,120,4,1,0.01,11,107
"Amazing, spacious and well located apartment!",Westerpark,52.37579,4.87084,Entire home/apt,172,2,31,0.65,1,0
Spacious Apartment Amsterdam South,Zuid,52.34749,4.87515,Entire home/apt,250,7,25,0.34,1,0
Private stylish apartment!,Bos en Lommer,52.37872,4.84936,Entire home/apt,150,1,42,0.59,1,107
In the centre of Amsterdam,Centrum-Oost,52.36493,4.88071,Entire home/apt,200,3,70,0.97,1,0
The Studio Sixty Six,Centrum-Oost,52.36124,4.89053,Private room,139,3,47,0.65,1,321
Modern apartment in trendy East,Oostelijk Havengebied - Indische Buurt,52.36418,4.93848,Entire home/apt,150,2,18,0.25,1,0
Apt. with amazing view and location,Westerpark,52.38118,4.87404,Entire home/apt,215,1,16,0.25,1,0
"Groundfloor ap with garden, close to Erasmuspark",De Baarsjes - Oud-West,52.3714,4.849080000000001,Entire home/apt,110,3,17,0.37,1,0
"Unique House Boat for family, (kids free)",Watergraafsmeer,52.342490000000005,4.91504,Entire home/apt,180,2,39,0.53,1,99
Spacious apartment in trendy East,Oostelijk Havengebied - Indische Buurt,52.36405,4.93431,Entire home/apt,185,5,8,0.16,1,0
Amazing houseboat at the IJ!,Westerpark,52.39066,4.8913400000000005,Entire home/apt,350,2,28,0.43,2,0
Light & peaceful canal view apartment,Centrum-West,52.37612,4.88403,Entire home/apt,175,4,42,0.72,1,0
Zonnig ruim appartement,Oostelijk Havengebied - Indische Buurt,52.3606,4.93536,Entire home/apt,175,3,8,0.22,1,7
Family apartment - centrally located,Westerpark,52.37338,4.87387,Entire home/apt,239,3,15,0.21,1,0
Big family house-10 min. center,Noord-West,52.40675,4.92341,Entire home/apt,175,2,7,0.12,1,3
Romantic and spacious place in Soho of Amsterdam,De Baarsjes - Oud-West,52.35988,4.86303,Entire home/apt,159,2,37,0.68,1,0
"Quiet,clean, vondelpark appartment",De Baarsjes - Oud-West,52.36052,4.85798,Entire home/apt,115,1,88,1.22,1,0
Trendy and homy apartment,De Baarsjes - Oud-West,52.37285,4.85539,Entire home/apt,110,3,20,0.36,1,170
Modern spacious and cosy houseboat,Oud-Noord,52.39151,4.9071,Entire home/apt,190,5,8,0.14,2,0
Cosy Apartment Amsterdam Oud-Zuid,Zuid,52.34703,4.86028,Entire home/apt,89,3,21,0.47,1,0
Houseboat in Central Amsterdam,Centrum-West,52.37877,4.88762,Entire home/apt,240,2,81,1.11,1,114
Amazing apartement in Amsterdam!,Zuid,52.345,4.86442,Entire home/apt,119,2,38,0.53,1,25
Nice room plus balcony very near city centre,De Baarsjes - Oud-West,52.36918,4.86304,Private room,75,2,267,3.67,1,143
4 bedroom app| Vondelpark | garden!,Zuid,52.35693,4.84934,Entire home/apt,230,3,31,0.43,1,0
Charming uptown house for 4p-family (max 2 adults),Zuid,52.34652,4.87018,Entire home/apt,189,3,16,0.22,1,17
Beautiful rustic room - centar,Centrum-West,52.37733,4.89533,Private room,60,2,192,2.65,2,55
Center Canalview app. Prinsengracht,Centrum-West,52.36843,4.88132,Entire home/apt,375,2,114,1.61,1,316
Spacious apartment in canal house,Centrum-Oost,52.36142,4.88975,Entire home/apt,240,4,41,0.57,1,322
Sunny family home overlooking the park,Bos en Lommer,52.37572,4.85519,Entire home/apt,110,4,38,0.54,1,0
Luxury app. with view at Westerpark,Westerpark,52.38612,4.8693800000000005,Entire home/apt,99,3,10,0.14,1,0
"Best of Both Worlds, 2 free bikes!",Buitenveldert - Zuidas,52.32244,4.85774,Entire home/apt,105,3,27,0.37,1,317
Lovely bright family apartment,Centrum-Oost,52.37146,4.9043,Entire home/apt,285,5,13,0.19,1,10
Home in Amsterdam Jordaan (center),Centrum-West,52.373470000000005,4.87765,Entire home/apt,150,4,15,0.21,1,0
Stunning large apart. in centre + private parking,Centrum-Oost,52.36654,4.92054,Entire home/apt,210,2,19,0.27,1,0
Lovely 2 room apt in ''de Pijp'' 65M2,De Pijp - Rivierenbuurt,52.35052,4.88894,Entire home/apt,120,5,46,0.63,1,0
Charming studio near Amstel river,Oud-Oost,52.35035,4.91362,Private room,98,3,170,2.34,1,222
Charming appt next to Vondelpark,Zuid,52.35518,4.85292,Entire home/apt,99,3,0,,1,0
Wonderfull 2 Floor appartement,Centrum-West,52.379090000000005,4.89729,Entire home/apt,159,3,54,0.74,1,1
LFT -,Oud-Noord,52.39137,4.937469999999999,Entire home/apt,290,3,24,0.33,2,260
Great apt nice view,Zuid,52.35047,4.84779,Entire home/apt,150,3,23,0.32,1,0
Your little appartment on wheels,Noord-Oost,52.39508,4.99186,Private room,87,2,79,1.09,10,208
Apartment in Amsterdam Westerpark,Westerpark,52.38166,4.8687,Entire home/apt,139,2,27,0.38,1,0
GREAT LOCATED CANAL HOUSE,Centrum-Oost,52.36291,4.90648,Entire home/apt,140,2,1,0.04,1,0
Double canal house Amsterdam Centre,Centrum-Oost,52.362759999999994,4.911490000000001,Entire home/apt,500,3,21,0.29,1,109
Canal View in chique green area,Centrum-Oost,52.364909999999995,4.92212,Entire home/apt,120,2,27,0.38,1,0
Canal house near Vondelpark old wst,De Baarsjes - Oud-West,52.36081,4.85665,Entire home/apt,200,3,9,0.12,1,174
"Bright, modern canal apartment",Bos en Lommer,52.37675,4.86043,Entire home/apt,90,2,13,0.18,1,0
Historical apartment in the Jordaan,Centrum-West,52.37393,4.87916,Entire home/apt,99,2,28,0.39,1,16
Leuke knusse woning Amsterdam,Bos en Lommer,52.37457,4.84778,Entire home/apt,72,6,1,0.03,1,0
Bright design apartment in East!,Oostelijk Havengebied - Indische Buurt,52.36436,4.9324,Entire home/apt,125,2,17,0.24,1,0
Luxury contemporary art gallery,Centrum-West,52.3823,4.88703,Entire home/apt,250,2,38,0.95,1,261
Spacious apartment near city center,Westerpark,52.38276,4.87836,Entire home/apt,150,3,22,0.37,1,1
Cosy souterrain in the eastside of Amsterdam,Oud-Oost,52.355109999999996,4.925619999999999,Entire home/apt,115,4,2,0.05,1,0
Townhouse @ City Park & Beach with private parking,Geuzenveld - Slotermeer,52.374159999999996,4.82185,Entire home/apt,99,2,3,0.22,1,7
Unique modern home in monument!,Westerpark,52.3915,4.87409,Entire home/apt,125,2,30,0.41,1,0
Spacious light apartment,Oostelijk Havengebied - Indische Buurt,52.364309999999996,4.94246,Entire home/apt,120,7,22,0.31,1,38
"Spacious apartment, grand views",Oostelijk Havengebied - Indische Buurt,52.37692,4.94172,Entire home/apt,155,5,0,,1,0
Cosy family home with garden in Northern Amsterdam,Oud-Noord,52.39257,4.93445,Entire home/apt,150,3,0,,1,0
Luxury Houseboat Amsterdam C.,Centrum-Oost,52.37101,4.9035400000000005,Entire home/apt,260,4,90,1.32,1,110
Bright apartment in family friendly part of center,Centrum-Oost,52.371,4.92957,Entire home/apt,200,2,15,0.33,1,0
Quiet & cosy in quiet part of centre,De Baarsjes - Oud-West,52.37154,4.86598,Entire home/apt,250,5,73,1.02,1,353
Uniek gelegen familiehuis,Noord-West,52.41839,4.90386,Entire home/apt,190,3,19,0.27,1,0
Classic home with a view and rooftop terrace,De Pijp - Rivierenbuurt,52.35298,4.9076699999999995,Entire home/apt,250,3,38,0.53,1,0
Lovely app. waterview Amsterdam!,Zuid,52.3475,4.86081,Entire home/apt,90,2,26,0.63,1,330
Spacious 3 bedroom family apt ,De Baarsjes - Oud-West,52.36719,4.86091,Entire home/apt,200,4,6,0.08,1,199
"Hip, spacious & clean apartment in Amsterdam Oost",Oud-Oost,52.36535,4.92859,Entire home/apt,250,2,19,0.26,1,0
Light and tastefull app,Oostelijk Havengebied - Indische Buurt,52.36278,4.9322,Entire home/apt,85,8,12,0.17,1,0
Lovely home with garden centre Museum district,Zuid,52.35589,4.8754800000000005,Entire home/apt,220,14,8,0.11,1,0
cozy appartment,De Pijp - Rivierenbuurt,52.34199,4.912059999999999,Private room,60,1,2,0.03,1,0
Beautiful apartment near Vondelpark,Zuid,52.34794,4.84615,Entire home/apt,139,2,13,0.18,1,0
Appartement in Westerpark,Westerpark,52.38729,4.88084,Entire home/apt,110,3,9,0.13,1,19
Lovely Bright & Homey City Centre Apartment,De Pijp - Rivierenbuurt,52.353159999999995,4.9009,Entire home/apt,150,3,23,0.32,1,0
Cozy apartment in the Amazing Pijp,De Pijp - Rivierenbuurt,52.35086,4.89401,Entire home/apt,120,2,75,1.04,1,0
Imperial rooftop apartment,Bos en Lommer,52.384370000000004,4.85187,Entire home/apt,80,4,2,0.05,1,0
Canal Apartment Amsterdam City,De Baarsjes - Oud-West,52.37198,4.87144,Entire home/apt,124,2,6,0.11,1,0
Temporary furnitured room in Ams!,Gaasperdam - Driemond,52.300290000000004,4.96165,Private room,270,1,0,,1,0
Spacious & cosy family apt in best neighbourhood,De Pijp - Rivierenbuurt,52.34113,4.90943,Entire home/apt,159,2,3,0.06,1,0
Amsterdam family friendly appartment,Westerpark,52.38879,4.88713,Entire home/apt,123,2,4,0.45,1,0
Ideal apartment nice neighbourhood!,De Baarsjes - Oud-West,52.37322,4.85891,Entire home/apt,95,2,9,0.13,1,0
An stylish room in a green area,Bijlmer-Oost,52.32455,4.975969999999999,Private room,65,2,324,4.48,1,286
Canal view Ground floor family appartment,De Baarsjes - Oud-West,52.36504,4.8764199999999995,Entire home/apt,290,5,1,0.05,1,0
Cosy apartement; roof terrace & luxury bathroom,Zuid,52.35033,4.84606,Entire home/apt,95,4,3,0.04,1,0
Antonia Houseboat in Amsterdam,Centrum-Oost,52.37551,4.91681,Entire home/apt,190,2,215,3.69,1,50
Apartment near museum district,De Pijp - Rivierenbuurt,52.34861,4.88855,Entire home/apt,87,2,40,0.56,1,3
Stylish app on ground floor,Bos en Lommer,52.37858,4.85309,Entire home/apt,99,2,24,0.33,1,0
Great spacious bright apt. 2p (+2),Zuid,52.34703,4.8735,Entire home/apt,155,5,10,0.14,1,0
"Lovely private room (penthouse), private entrance",De Pijp - Rivierenbuurt,52.356359999999995,4.90181,Private room,105,2,309,4.27,1,284
Authentic houseboat in Amsterdam!,Centrum-Oost,52.37189,4.90452,Entire home/apt,250,4,6,0.09,1,0
Lovely colourful houseboat,Westerpark,52.383309999999994,4.87991,Entire home/apt,225,3,39,0.54,1,0
"Perfect location, modern & spacious",De Baarsjes - Oud-West,52.3658,4.87265,Entire home/apt,105,7,34,0.47,1,0
Central Design Appartment,Centrum-West,52.37259,4.8964,Entire home/apt,187,2,51,0.73,1,0
Beautiful+Central+2phouse+bath+garden+childroom,Oud-Oost,52.35269,4.913069999999999,Entire home/apt,119,2,17,0.24,2,6
Beautiful MasterBedroom in apartment with garden!,Bos en Lommer,52.3754,4.84772,Shared room,49,1,43,0.8,1,0
light spacious apartment on IJburg,IJburg - Zeeburgereiland,52.36234,4.97478,Entire home/apt,160,4,40,0.77,1,290
Clean and bright apartment    ,Oud-Oost,52.357040000000005,4.91213,Entire home/apt,150,4,2,0.03,1,0
Romantic apt. at Albert Cuyp Market,De Pijp - Rivierenbuurt,52.35195,4.88687,Entire home/apt,140,5,43,0.61,1,0
Amazing rooftop apt in upcomng Amsterdam East!,Oostelijk Havengebied - Indische Buurt,52.36242,4.9320900000000005,Entire home/apt,95,1,45,0.91,1,0
Private Houseboat on City Center canal.,Centrum-Oost,52.36442,4.90088,Entire home/apt,239,3,55,0.76,1,0
"Large luxury studio 50m2, lush garden",Oud-Noord,52.4003,4.9196,Private room,135,2,128,1.78,1,272
Beautiful & light Apt on canal,Centrum-West,52.375029999999995,4.89179,Entire home/apt,400,3,51,0.72,1,318
Modern family house with garden,Watergraafsmeer,52.351290000000006,4.93837,Entire home/apt,170,3,21,0.3,1,17
Nice apartment in 'De Pijp',De Pijp - Rivierenbuurt,52.34967,4.8909199999999995,Entire home/apt,150,4,8,0.16,1,0
FLOWERMARKT/CANALS/CENTRAL,Centrum-West,52.36945,4.88924,Entire home/apt,295,3,54,0.75,1,0
Charming apartment at river IJ   ,Westerpark,52.39369,4.889959999999999,Entire home/apt,129,2,2,0.03,1,0
Spacious&friendly garden apartment,Oud-Oost,52.35325,4.91147,Entire home/apt,109,6,35,0.49,1,107
Nice & modern apartment nearby RAI,De Pijp - Rivierenbuurt,52.339729999999996,4.89096,Entire home/apt,83,5,21,0.3,2,0
Sunny studio at the canal near zoo,Centrum-Oost,52.37041,4.91245,Entire home/apt,150,2,56,0.84,1,1
Majestic views on the Amstel canal,Centrum-Oost,52.36309,4.900930000000001,Entire home/apt,525,3,78,1.09,1,327
Your perfect city-trip place! ,De Baarsjes - Oud-West,52.37001,4.8712599999999995,Entire home/apt,119,2,25,0.35,1,0
A Dam good find!,De Pijp - Rivierenbuurt,52.35058,4.90435,Private room,85,2,15,0.23,1,0
Cosy apartment in city centre,De Baarsjes - Oud-West,52.36527,4.87739,Entire home/apt,99,3,9,0.14,1,0
"Cosy room with view on Anne Frank Statue, near RAI",De Pijp - Rivierenbuurt,52.34438,4.90076,Private room,80,2,43,0.84,1,0
Modern and Cosy Apartment Amsterdam,De Pijp - Rivierenbuurt,52.34446,4.89457,Entire home/apt,175,1,36,0.53,1,60
Add-Studio Six,Centrum-Oost,52.36568,4.91178,Private room,105,2,377,5.23,1,130
"Lovely, spacious & sunny apartment.",Oostelijk Havengebied - Indische Buurt,52.364,4.93521,Entire home/apt,180,3,36,0.51,1,107
Families-only/4 bedrooms/garden,De Pijp - Rivierenbuurt,52.35402,4.90067,Entire home/apt,195,2,10,0.14,1,0
Family friendly 2 bedr Apartment,De Pijp - Rivierenbuurt,52.35691,4.89351,Entire home/apt,120,2,9,0.16,2,0
Nice Appartment near Museum Square ,Zuid,52.3514,4.86229,Entire home/apt,135,8,0,,1,0
Lovely & quiet apartment in South ,De Pijp - Rivierenbuurt,52.346270000000004,4.90183,Entire home/apt,130,1,7,0.1,1,0
Modern apartment with stunning canal view,Oostelijk Havengebied - Indische Buurt,52.36802,4.93728,Entire home/apt,175,2,0,,1,31
Cozy appartment with garden in Westerpark,Westerpark,52.378820000000005,4.87479,Entire home/apt,140,6,8,0.12,1,0
Beautiful canal house in the center,Centrum-West,52.36551,4.87931,Entire home/apt,195,1,4,0.06,1,0
New apartment Amsterdam (Westerpark / Jordaan),Westerpark,52.37936,4.87376,Entire home/apt,200,3,25,0.35,1,76
Amazing apartment with lovely canal view!,Centrum-West,52.37621,4.87841,Entire home/apt,104,2,29,0.54,1,0
Spacious apartment including bikes,Oostelijk Havengebied - Indische Buurt,52.3624,4.9330099999999995,Entire home/apt,138,5,17,0.24,1,0
Complete fam. house  A'dam + boat,Buitenveldert - Zuidas,52.3281,4.85799,Entire home/apt,175,2,2,0.03,1,0
Designer apartment 400 m. from Vondelpark,De Baarsjes - Oud-West,52.36033,4.85416,Entire home/apt,115,4,19,0.49,1,0
"Cosy House Boat, well located",Noord-Oost,52.37701,4.97815,Entire home/apt,89,2,29,0.54,1,295
Willem's Palace in Central East,Oud-Oost,52.35998,4.91395,Entire home/apt,245,3,89,1.28,2,35
Luxury Bright Apt near Vondelpark & Centre,De Baarsjes - Oud-West,52.36143,4.86212,Entire home/apt,100,2,40,0.56,1,0
Spacious Apartment Westerpark,Westerpark,52.38348,4.87741,Entire home/apt,100,3,54,0.76,1,13
Spacious apartment in central area (COSY & NICE:),De Pijp - Rivierenbuurt,52.35198,4.90212,Entire home/apt,209,3,40,0.56,1,356
"Canal View Apt, C-Centre: Jordaan",Centrum-West,52.3806,4.88673,Entire home/apt,170,3,44,0.63,1,0
Spacious fine family home garden  ,Zuid,52.35264,4.85199,Entire home/apt,185,4,10,0.14,1,0
Home in CAR FREE area near CENTER,De Baarsjes - Oud-West,52.3704,4.8634,Entire home/apt,150,2,39,0.55,1,32
Happy Family home near RAI,De Pijp - Rivierenbuurt,52.34135,4.8964300000000005,Entire home/apt,195,2,19,0.58,1,123
"House in Amsterdam, 5 min. from CS",Oud-Noord,52.3833,4.91286,Entire home/apt,175,3,6,0.1,1,0
"Luxury, Peace & Art in the Center",Watergraafsmeer,52.3534,4.92442,Entire home/apt,99,7,1,0.02,1,0
Lovely 1 bedroom+ babyroom apartment,Westerpark,52.3847,4.87425,Entire home/apt,150,2,14,0.2,1,302
3-room central canalside appartment,Westerpark,52.37232,4.86841,Entire home/apt,95,2,11,0.15,1,0
Penthouse with rooftop terrace!,Zuid,52.34899,4.87747,Entire home/apt,109,2,20,0.34,1,0
Gezellige loft (1 person),De Pijp - Rivierenbuurt,52.3506,4.88722,Private room,89,2,44,0.61,1,305
House 10 min from city centre,Oud-Noord,52.38277,4.916980000000001,Entire home/apt,150,3,4,0.09,1,0
Apartment close to centre and public transport!,Bos en Lommer,52.377359999999996,4.8560300000000005,Entire home/apt,75,3,27,0.44,1,0
Central apartment & sunny rooftop,De Baarsjes - Oud-West,52.370090000000005,4.86065,Entire home/apt,125,3,27,0.46,2,0
Great Garden Apartment ,Zuid,52.35836,4.87629,Entire home/apt,180,4,16,0.23,1,0
unique waterside appartment,Oostelijk Havengebied - Indische Buurt,52.37234,4.9488,Entire home/apt,159,3,42,0.59,1,325
Sunny family house and garden ,Watergraafsmeer,52.34921,4.94051,Entire home/apt,146,3,11,0.16,1,0
Lovely spacious ap footstep Jordaan,Westerpark,52.38086,4.8724,Entire home/apt,115,7,34,0.48,1,0
Nice apartment next to vondelpark,De Baarsjes - Oud-West,52.36092,4.86745,Entire home/apt,120,2,10,0.14,1,0
COSY HOUSEBOAT IN THE CITY CENTER,Centrum-Oost,52.361259999999994,4.8983300000000005,Entire home/apt,140,7,36,0.53,1,189
Hip Apartment with Sunny Balcony,Oud-Oost,52.36342,4.92972,Entire home/apt,120,2,15,0.21,1,119
Private room in the center,Centrum-West,52.37648,4.89384,Private room,125,1,255,3.58,2,134
Spacious and modern 2BEDR apartment,Centrum-West,52.37308,4.87649,Entire home/apt,170,1,10,0.14,1,0
Big CANAL family APT. near Museumsquare Vondelpark,De Baarsjes - Oud-West,52.36646,4.87594,Entire home/apt,299,1,12,0.25,1,23
Spacious house/parking/roof terrace,Oostelijk Havengebied - Indische Buurt,52.37403,4.94594,Entire home/apt,224,4,4,0.06,1,0
Bright private room in Old-South with balcony,Zuid,52.3454,4.86434,Private room,60,1,1,0.02,1,0
Central Amsterdam Garden Suite,Centrum-Oost,52.36422,4.90768,Private room,110,2,444,6.2,1,278
Spacious 2-floor apartment,IJburg - Zeeburgereiland,52.35387,4.99909,Entire home/apt,150,3,76,1.06,1,31
LUXURY IN THE CENTER+135M DUPLEX+VONDELPARK+COZY,Zuid,52.356640000000006,4.871569999999999,Entire home/apt,110,3,20,0.28,11,0
Sweet dreams in shared apartment,Oud-Oost,52.35658,4.9173,Private room,69,2,317,4.41,1,46
Superb Guesthouse,Centrum-West,52.38205,4.88274,Entire home/apt,140,3,185,2.63,1,330
"Lovely, light apartment",Oud-Oost,52.35784,4.90865,Entire home/apt,130,2,18,0.25,1,0
"Private Studio 53 Amsterdam, near Anne Frank",Centrum-West,52.376329999999996,4.88138,Private room,102,3,246,3.45,1,332
Studio in the Pijp,De Pijp - Rivierenbuurt,52.35562,4.89014,Entire home/apt,150,2,0,,1,173
Beautiful house surrounded by green,Oud-Noord,52.392509999999994,4.93358,Entire home/apt,175,5,19,0.27,1,36
"Nice apartment, near A'dam station",Oud-Noord,52.38763,4.90835,Entire home/apt,85,1,10,0.14,1,0
Modern & spacious family house in Amsterdam,Slotervaart,52.36096,4.8242199999999995,Entire home/apt,139,2,1,0.11,1,24
Nieuwmarkt | 2 BR | Spacious!,Centrum-Oost,52.371140000000004,4.90816,Entire home/apt,190,6,242,3.38,3,65
