neighbourhood,room_type,number_of_reviews,reviews_per_month,calculated_host_listings_count,price/night
Zuid,Entire home/apt,5,0.16,1,49.5
Centrum-Oost,Entire home/apt,18,0.56,1,49.25
Buitenveldert - Zuidas,Entire home/apt,6,0.19,1,22.0
Zuid,Entire home/apt,45,1.41,1,49.5
De Pijp - Rivierenbuurt,Entire home/apt,0,0.0,1,65.0
Westerpark,Private room,6,0.19,4,45.0
Watergraafsmeer,Private room,27,0.86,1,20.0
De Baarsjes - Oud-West,Entire home/apt,13,0.41,1,50.0
Noord-West,Entire home/apt,36,1.13,7,173.0
Oud-Oost,Entire home/apt,14,0.44,1,34.2
De Baarsjes - Oud-West,Entire home/apt,7,0.22,1,97.5
Zuid,Entire home/apt,22,0.69,1,62.5
Centrum-West,Hotel room,46,1.5,3,161.66666666666666
Westerpark,Entire home/apt,5,0.16,1,53.0
Zuid,Entire home/apt,0,0.0,2,66.66666666666667
De Baarsjes - Oud-West,Entire home/apt,0,0.0,1,295.0
Oostelijk Havengebied - Indische Buurt,Entire home/apt,3,0.11,3,45.0
Oud-Oost,Entire home/apt,27,0.86,1,92.5
Westerpark,Entire home/apt,3,0.1,1,115.0
Zuid,Entire home/apt,12,0.38,1,92.5
Oud-Oost,Private room,0,0.0,1,15.0
Westerpark,Entire home/apt,6,0.19,1,60.0
Centrum-West,Entire home/apt,25,0.78,34,104.0
Bijlmer-Oost,Private room,82,2.66,1,22.5
De Baarsjes - Oud-West,Private room,6,0.19,1,70.0
Noord-Oost,Entire home/apt,6,0.43,1,27.0
Centrum-West,Entire home/apt,5,0.16,1,74.5
De Baarsjes - Oud-West,Entire home/apt,0,0.0,2,67.5
Oostelijk Havengebied - Indische Buurt,Entire home/apt,0,0.0,1,49.666666666666664
De Baarsjes - Oud-West,Entire home/apt,25,0.79,1,112.5
Oud-Noord,Entire home/apt,4,0.12,1,25.0
Bos en Lommer,Entire home/apt,12,0.37,2,0.0
Noord-West,Entire home/apt,22,0.7,1,47.5
Westerpark,Entire home/apt,15,0.48,1,110.0
Centrum-West,Private room,27,0.93,3,62.5
De Pijp - Rivierenbuurt,Entire home/apt,42,1.33,1,120.0
Zuid,Entire home/apt,6,0.21,1,74.5
Westerpark,Entire home/apt,23,0.72,1,66.66666666666667
De Baarsjes - Oud-West,Entire home/apt,8,0.25,1,90.0
Geuzenveld - Slotermeer,Entire home/apt,0,0.0,1,60.0
Bijlmer-Oost,Private room,47,1.46,1,13.333333333333334
Centrum-Oost,Private room,129,4.15,2,81.0
Zuid,Entire home/apt,35,1.11,1,150.0
Bos en Lommer,Entire home/apt,0,0.0,1,50.0
Bos en Lommer,Entire home/apt,6,0.19,1,59.5
Centrum-West,Entire home/apt,61,1.98,1,80.0
Oostelijk Havengebied - Indische Buurt,Private room,8,0.27,1,7.2
Oud-Noord,Entire home/apt,4,0.13,1,50.0
De Pijp - Rivierenbuurt,Entire home/apt,11,0.39,1,50.0
Watergraafsmeer,Entire home/apt,1,0.03,1,62.5
De Baarsjes - Oud-West,Private room,11,0.52,1,75.0
De Baarsjes - Oud-West,Entire home/apt,8,0.26,1,49.5
IJburg - Zeeburgereiland,Private room,4,0.12,1,32.5
De Baarsjes - Oud-West,Entire home/apt,9,0.32,1,125.0
Noord-Oost,Entire home/apt,1,0.03,1,100.0
De Baarsjes - Oud-West,Entire home/apt,13,0.41,1,135.0
Noord-Oost,Entire home/apt,11,0.35,1,59.666666666666664
Noord-West,Entire home/apt,0,0.0,1,45.0
Bos en Lommer,Entire home/apt,1,0.03,1,32.5
Westerpark,Private room,55,1.74,1,60.0
Noord-West,Entire home/apt,15,0.67,1,46.0
Westerpark,Entire home/apt,24,0.76,1,31.25
Bos en Lommer,Private room,5,0.16,1,50.0
Centrum-West,Entire home/apt,13,0.46,1,35.714285714285715
Centrum-West,Entire home/apt,15,0.48,1,60.0
De Baarsjes - Oud-West,Entire home/apt,2,0.06,2,27.857142857142858
Centrum-West,Entire home/apt,2,0.06,1,74.5
De Baarsjes - Oud-West,Entire home/apt,4,0.13,1,80.0
Centrum-West,Entire home/apt,0,0.0,1,167.5
Osdorp,Private room,107,3.39,1,25.0
De Baarsjes - Oud-West,Entire home/apt,38,1.27,1,50.0
Centrum-Oost,Entire home/apt,1,0.05,1,115.0
Bos en Lommer,Entire home/apt,9,0.28,1,60.0
Oud-Oost,Entire home/apt,24,0.76,1,41.666666666666664
Buitenveldert - Zuidas,Entire home/apt,2,0.06,1,68.75
De Pijp - Rivierenbuurt,Entire home/apt,2,0.06,1,43.75
De Pijp - Rivierenbuurt,Entire home/apt,3,0.09,1,80.0
Zuid,Entire home/apt,11,0.6,1,150.0
Centrum-West,Entire home/apt,42,1.43,1,247.5
Centrum-West,Entire home/apt,24,0.77,1,195.0
De Baarsjes - Oud-West,Entire home/apt,2,0.07,1,600.0
De Baarsjes - Oud-West,Entire home/apt,6,0.2,1,33.333333333333336
Zuid,Entire home/apt,1,0.03,1,65.0
Centrum-Oost,Entire home/apt,36,1.14,1,75.0
Oud-Oost,Private room,182,5.69,1,39.5
De Pijp - Rivierenbuurt,Private room,0,0.0,1,15.0
Bos en Lommer,Entire home/apt,6,0.19,1,43.0
De Pijp - Rivierenbuurt,Entire home/apt,14,0.44,1,200.0
De Pijp - Rivierenbuurt,Private room,10,0.32,1,28.75
De Pijp - Rivierenbuurt,Entire home/apt,12,0.39,1,67.5
Noord-Oost,Entire home/apt,8,0.29,1,60.0
Centrum-West,Entire home/apt,31,1.05,1,75.0
IJburg - Zeeburgereiland,Private room,33,1.14,1,12.0
Centrum-West,Entire home/apt,2,0.06,1,80.0
Centrum-West,Private room,1,0.08,1,75.0
Geuzenveld - Slotermeer,Entire home/apt,10,0.31,1,75.0
De Pijp - Rivierenbuurt,Entire home/apt,1,0.03,1,50.0
Westerpark,Entire home/apt,28,0.89,34,66.0
De Baarsjes - Oud-West,Entire home/apt,2,0.06,1,37.5
Centrum-West,Entire home/apt,16,0.51,1,58.333333333333336
Oostelijk Havengebied - Indische Buurt,Entire home/apt,1,0.03,1,11.8
De Baarsjes - Oud-West,Entire home/apt,12,0.38,1,53.333333333333336
Noord-West,Entire home/apt,59,1.86,7,173.0
Bos en Lommer,Entire home/apt,0,0.0,1,42.5
De Baarsjes - Oud-West,Entire home/apt,1,0.03,1,65.0
Bos en Lommer,Entire home/apt,1,0.04,1,98.5
Oud-Noord,Entire home/apt,12,0.39,1,47.5
Zuid,Entire home/apt,9,0.33,1,36.666666666666664
Bijlmer-Oost,Entire home/apt,16,0.52,1,19.0
De Baarsjes - Oud-West,Entire home/apt,18,0.58,1,40.0
De Baarsjes - Oud-West,Entire home/apt,8,0.27,1,38.333333333333336
Centrum-West,Private room,213,6.71,1,160.0
Westerpark,Entire home/apt,7,0.23,1,31.25
De Baarsjes - Oud-West,Entire home/apt,13,0.41,2,99.0
De Baarsjes - Oud-West,Entire home/apt,12,0.38,1,35.0
Oud-Noord,Private room,28,0.92,1,33.333333333333336
Watergraafsmeer,Entire home/apt,19,0.63,1,60.0
De Baarsjes - Oud-West,Entire home/apt,0,0.0,1,60.0
Oostelijk Havengebied - Indische Buurt,Shared room,1,0.03,1,9.0
De Baarsjes - Oud-West,Entire home/apt,20,0.63,1,55.0
De Baarsjes - Oud-West,Entire home/apt,13,0.41,1,52.5
Centrum-West,Private room,114,3.64,2,59.0
De Pijp - Rivierenbuurt,Entire home/apt,7,0.22,1,140.0
Gaasperdam - Driemond,Private room,67,2.12,2,21.666666666666668
Gaasperdam - Driemond,Private room,81,2.59,2,20.0
De Baarsjes - Oud-West,Entire home/apt,4,0.13,1,49.5
Centrum-West,Private room,11,0.35,1,57.5
Westerpark,Entire home/apt,3,0.45,1,55.0
Westerpark,Entire home/apt,28,1.07,1,99.5
Centrum-Oost,Entire home/apt,32,1.02,1,50.0
Oostelijk Havengebied - Indische Buurt,Private room,13,0.41,1,89.0
De Pijp - Rivierenbuurt,Entire home/apt,118,3.77,2,74.5
De Baarsjes - Oud-West,Entire home/apt,0,0.0,1,25.0
Centrum-Oost,Entire home/apt,23,0.75,1,125.0
Westerpark,Entire home/apt,8,0.4,1,43.333333333333336
Bos en Lommer,Entire home/apt,7,0.23,1,65.0
De Pijp - Rivierenbuurt,Entire home/apt,1,0.03,1,100.0
Zuid,Entire home/apt,4,0.21,1,41.666666666666664
Centrum-West,Entire home/apt,29,0.92,1,97.5
Zuid,Private room,8,0.26,2,62.5
Centrum-West,Entire home/apt,32,1.01,2,112.5
Bijlmer-Oost,Private room,10,0.32,1,59.0
Zuid,Entire home/apt,20,0.65,1,187.5
Centrum-Oost,Entire home/apt,103,3.5,2,112.5
De Pijp - Rivierenbuurt,Entire home/apt,5,0.16,1,149.5
Westerpark,Private room,1,0.03,2,70.0
Geuzenveld - Slotermeer,Private room,52,1.63,3,32.5
Bos en Lommer,Entire home/apt,28,0.92,1,20.0
De Pijp - Rivierenbuurt,Private room,0,0.0,1,2.4
De Baarsjes - Oud-West,Entire home/apt,19,0.61,1,22.142857142857142
Oud-Noord,Private room,7,0.22,1,45.0
IJburg - Zeeburgereiland,Shared room,23,0.8,11,223.5
Bijlmer-Oost,Private room,16,0.51,1,25.0
Zuid,Entire home/apt,4,0.13,1,77.5
De Baarsjes - Oud-West,Entire home/apt,6,0.19,1,39.666666666666664
Centrum-West,Private room,108,4.72,1,58.5
Centrum-Oost,Private room,2,0.06,4,30.0
Westerpark,Entire home/apt,17,0.54,2,299.0
De Pijp - Rivierenbuurt,Entire home/apt,10,0.33,1,100.0
Watergraafsmeer,Private room,88,2.93,1,31.666666666666668
Zuid,Private room,35,1.12,1,28.0
Centrum-West,Entire home/apt,10,0.32,1,45.0
Centrum-Oost,Entire home/apt,3,0.1,1,87.5
De Pijp - Rivierenbuurt,Entire home/apt,1,0.03,1,58.333333333333336
De Baarsjes - Oud-West,Private room,10,0.32,1,80.0
Westerpark,Entire home/apt,10,0.39,2,40.0
Oud-Oost,Entire home/apt,1,0.03,1,70.0
De Baarsjes - Oud-West,Entire home/apt,2,0.06,2,100.0
De Baarsjes - Oud-West,Entire home/apt,7,0.23,1,100.0
Noord-West,Entire home/apt,5,0.23,1,33.333333333333336
De Pijp - Rivierenbuurt,Entire home/apt,4,0.13,1,36.0
Centrum-Oost,Entire home/apt,17,0.56,1,54.0
De Pijp - Rivierenbuurt,Entire home/apt,4,0.13,1,67.5
Watergraafsmeer,Entire home/apt,16,0.51,1,25.0
Zuid,Entire home/apt,10,0.33,1,90.0
De Baarsjes - Oud-West,Entire home/apt,0,0.0,2,69.5
Oud-Oost,Private room,0,0.0,2,80.0
Geuzenveld - Slotermeer,Entire home/apt,6,0.19,1,16.5
De Baarsjes - Oud-West,Entire home/apt,2,0.07,1,58.333333333333336
De Baarsjes - Oud-West,Entire home/apt,0,0.0,1,26.666666666666668
Westerpark,Entire home/apt,5,0.17,1,33.333333333333336
De Pijp - Rivierenbuurt,Entire home/apt,2,0.07,34,87.5
De Aker - Nieuw Sloten,Private room,28,0.96,1,47.5
De Pijp - Rivierenbuurt,Entire home/apt,19,0.62,1,46.666666666666664
Bos en Lommer,Entire home/apt,3,0.1,1,65.0
Centrum-West,Entire home/apt,3,0.1,1,75.0
De Pijp - Rivierenbuurt,Entire home/apt,1,0.03,2,110.0
Centrum-Oost,Entire home/apt,20,0.64,1,83.33333333333333
IJburg - Zeeburgereiland,Entire home/apt,8,0.25,1,70.0
Noord-Oost,Entire home/apt,8,0.25,1,42.666666666666664
De Baarsjes - Oud-West,Entire home/apt,16,0.51,1,83.33333333333333
Watergraafsmeer,Private room,219,6.98,2,68.0
Centrum-West,Private room,48,1.52,16,95.0
Centrum-West,Private room,30,0.95,1,82.5
De Baarsjes - Oud-West,Entire home/apt,18,0.58,1,99.5
De Pijp - Rivierenbuurt,Private room,16,0.63,1,58.333333333333336
De Pijp - Rivierenbuurt,Entire home/apt,10,0.32,2,40.0
Gaasperdam - Driemond,Entire home/apt,2,0.06,1,75.0
De Pijp - Rivierenbuurt,Entire home/apt,34,1.27,1,60.0
De Baarsjes - Oud-West,Entire home/apt,6,0.19,1,40.0
Bos en Lommer,Entire home/apt,14,0.47,2,58.333333333333336
De Aker - Nieuw Sloten,Entire home/apt,5,0.16,1,46.666666666666664
Westerpark,Entire home/apt,4,0.13,2,143.0
Zuid,Entire home/apt,0,0.0,1,50.0
De Pijp - Rivierenbuurt,Entire home/apt,46,1.53,17,440.0
De Baarsjes - Oud-West,Private room,10,0.36,1,40.0
De Baarsjes - Oud-West,Entire home/apt,4,0.13,2,60.0
Centrum-Oost,Entire home/apt,66,2.2,17,600.0
Oostelijk Havengebied - Indische Buurt,Entire home/apt,20,0.67,1,49.0
Centrum-Oost,Entire home/apt,47,1.55,3,21.428571428571427
Centrum-Oost,Entire home/apt,28,0.92,3,21.428571428571427
Centrum-West,Entire home/apt,13,0.42,1,112.5
De Baarsjes - Oud-West,Entire home/apt,38,1.23,1,30.0
De Pijp - Rivierenbuurt,Entire home/apt,30,1.07,17,600.0
De Pijp - Rivierenbuurt,Entire home/apt,19,0.68,17,600.0
Bos en Lommer,Entire home/apt,10,0.32,1,74.5
De Pijp - Rivierenbuurt,Entire home/apt,2,0.07,1,62.5
IJburg - Zeeburgereiland,Entire home/apt,6,0.2,1,57.5
Centrum-West,Private room,48,1.58,1,150.0
Centrum-West,Entire home/apt,0,0.0,1,170.0
Bos en Lommer,Entire home/apt,14,0.45,1,55.0
Oud-Noord,Entire home/apt,84,2.76,3,74.0
De Baarsjes - Oud-West,Entire home/apt,13,0.42,1,60.0
Slotervaart,Entire home/apt,6,0.2,1,99.5
Bos en Lommer,Entire home/apt,0,0.0,1,166.66666666666666
De Baarsjes - Oud-West,Entire home/apt,14,0.46,1,51.5
Zuid,Entire home/apt,20,0.66,1,110.0
Watergraafsmeer,Entire home/apt,0,0.0,1,40.0
Zuid,Private room,18,0.59,1,32.5
Bos en Lommer,Entire home/apt,10,0.33,1,100.0
Slotervaart,Private room,3,0.1,1,30.0
Centrum-Oost,Entire home/apt,21,0.67,1,23.333333333333332
De Baarsjes - Oud-West,Entire home/apt,21,0.69,1,69.33333333333333
De Baarsjes - Oud-West,Entire home/apt,3,0.1,1,81.33333333333333
De Pijp - Rivierenbuurt,Entire home/apt,30,0.95,1,58.5
De Baarsjes - Oud-West,Entire home/apt,36,1.15,1,134.5
Zuid,Entire home/apt,11,0.39,1,70.0
Centrum-West,Entire home/apt,27,0.93,17,580.0
De Baarsjes - Oud-West,Entire home/apt,15,0.5,1,55.0
De Baarsjes - Oud-West,Entire home/apt,6,0.4,1,74.5
Centrum-Oost,Private room,29,0.93,1,83.0
Bos en Lommer,Private room,0,0.0,1,49.0
De Baarsjes - Oud-West,Entire home/apt,7,0.23,1,45.0
Centrum-West,Entire home/apt,10,0.42,1,190.0
De Baarsjes - Oud-West,Entire home/apt,13,0.43,1,75.0
Noord-West,Entire home/apt,45,1.5,7,173.0
De Baarsjes - Oud-West,Entire home/apt,1,0.03,1,36.333333333333336
Westerpark,Entire home/apt,1,0.04,1,54.5
Oud-Noord,Entire home/apt,8,0.28,2,240.0
Oud-Oost,Entire home/apt,35,1.12,1,104.5
De Pijp - Rivierenbuurt,Entire home/apt,17,0.56,2,165.0
Centrum-Oost,Private room,134,4.29,2,36.333333333333336
De Baarsjes - Oud-West,Entire home/apt,0,0.0,1,59.0
De Baarsjes - Oud-West,Private room,13,0.42,2,90.0
De Pijp - Rivierenbuurt,Entire home/apt,21,0.69,1,91.66666666666667
De Pijp - Rivierenbuurt,Entire home/apt,22,0.78,1,150.0
Oostelijk Havengebied - Indische Buurt,Entire home/apt,12,0.5,1,50.0
Centrum-West,Private room,82,2.77,1,150.0
Oud-Oost,Entire home/apt,11,0.36,1,87.5
Zuid,Private room,1,0.03,1,30.0
Centrum-Oost,Entire home/apt,8,1.42,3,110.0
Westerpark,Entire home/apt,21,0.67,1,149.5
Centrum-West,Private room,121,3.91,1,87.5
Centrum-Oost,Entire home/apt,8,0.29,3,115.0
Centrum-Oost,Entire home/apt,47,1.59,3,110.0
Bijlmer-Centrum,Private room,175,5.64,1,52.0
De Pijp - Rivierenbuurt,Entire home/apt,5,0.2,1,0.8333333333333334
Oostelijk Havengebied - Indische Buurt,Entire home/apt,5,0.17,1,50.0
De Baarsjes - Oud-West,Entire home/apt,37,1.19,1,40.0
Zuid,Entire home/apt,9,0.31,1,98.0
Buitenveldert - Zuidas,Entire home/apt,12,0.4,1,80.0
De Pijp - Rivierenbuurt,Entire home/apt,8,0.28,1,14.285714285714286
Slotervaart,Private room,18,0.6,1,23.333333333333332
De Baarsjes - Oud-West,Entire home/apt,4,0.16,2,240.0
Westerpark,Entire home/apt,26,0.84,1,33.333333333333336
Westerpark,Entire home/apt,19,0.63,1,31.25
IJburg - Zeeburgereiland,Entire home/apt,0,0.0,1,42.5
De Baarsjes - Oud-West,Entire home/apt,1,0.03,1,25.0
Zuid,Entire home/apt,5,0.32,1,50.0
De Pijp - Rivierenbuurt,Entire home/apt,11,0.35,1,67.5
Bos en Lommer,Entire home/apt,31,1.01,1,333.0
Bijlmer-Oost,Private room,127,4.12,1,45.0
Oud-Noord,Entire home/apt,2,0.08,1,66.33333333333333
De Pijp - Rivierenbuurt,Entire home/apt,26,0.85,1,37.0
De Baarsjes - Oud-West,Entire home/apt,29,0.97,1,39.5
De Baarsjes - Oud-West,Entire home/apt,7,0.23,1,53.333333333333336
Oud-Oost,Entire home/apt,0,0.0,1,37.8
De Baarsjes - Oud-West,Entire home/apt,22,0.73,3,37.5
Westerpark,Entire home/apt,8,0.26,1,43.333333333333336
Oud-Noord,Entire home/apt,5,0.16,1,58.333333333333336
De Baarsjes - Oud-West,Entire home/apt,9,0.32,1,43.333333333333336
Buitenveldert - Zuidas,Entire home/apt,3,0.1,1,120.0
Gaasperdam - Driemond,Private room,1,0.12,6,4.5
Noord-Oost,Entire home/apt,2,0.07,1,33.333333333333336
De Baarsjes - Oud-West,Entire home/apt,2,0.07,1,55.0
De Baarsjes - Oud-West,Entire home/apt,15,0.49,1,27.5
Westerpark,Entire home/apt,6,0.95,1,41.666666666666664
Oostelijk Havengebied - Indische Buurt,Entire home/apt,10,0.33,1,69.5
Oud-Noord,Entire home/apt,14,0.46,1,83.33333333333333
De Baarsjes - Oud-West,Entire home/apt,21,0.68,2,93.33333333333333
De Baarsjes - Oud-West,Private room,24,0.79,1,28.0
Osdorp,Entire home/apt,19,0.62,1,24.5
Buitenveldert - Zuidas,Entire home/apt,4,0.14,1,50.0
Noord-West,Private room,92,3.03,3,33.333333333333336
De Pijp - Rivierenbuurt,Entire home/apt,29,0.94,1,90.0
De Pijp - Rivierenbuurt,Private room,0,0.0,1,50.0
Oostelijk Havengebied - Indische Buurt,Private room,0,0.0,1,45.0
De Baarsjes - Oud-West,Entire home/apt,16,0.52,1,93.33333333333333
Bos en Lommer,Entire home/apt,33,1.07,1,80.0
De Baarsjes - Oud-West,Entire home/apt,1,0.03,1,85.0
Bijlmer-Centrum,Private room,89,2.89,1,18.75
Bos en Lommer,Private room,48,1.59,1,40.0
IJburg - Zeeburgereiland,Entire home/apt,8,0.27,1,100.0
Oud-Noord,Entire home/apt,16,0.52,6,217.0
Centrum-Oost,Entire home/apt,8,0.26,1,65.0
Centrum-Oost,Entire home/apt,1,0.03,1,37.5
Zuid,Private room,61,2.03,1,33.0
Centrum-West,Entire home/apt,2,0.07,1,6.333333333333333
De Baarsjes - Oud-West,Entire home/apt,7,0.23,1,51.666666666666664
De Baarsjes - Oud-West,Entire home/apt,13,0.44,1,50.0
Zuid,Entire home/apt,10,0.42,1,132.5
Geuzenveld - Slotermeer,Entire home/apt,4,0.25,1,66.66666666666667
De Baarsjes - Oud-West,Entire home/apt,5,0.17,2,83.33333333333333
Noord-Oost,Entire home/apt,24,0.79,1,90.0
Centrum-Oost,Entire home/apt,9,0.44,1,42.0
Centrum-Oost,Private room,114,3.71,1,45.0
De Baarsjes - Oud-West,Entire home/apt,30,1.02,1,87.5
De Pijp - Rivierenbuurt,Entire home/apt,10,0.33,1,15.833333333333334
De Baarsjes - Oud-West,Entire home/apt,27,0.97,1,110.0
Bos en Lommer,Entire home/apt,3,0.1,2,50.0
Oostelijk Havengebied - Indische Buurt,Entire home/apt,20,0.65,1,78.0
Buitenveldert - Zuidas,Entire home/apt,0,0.0,1,89.0
De Baarsjes - Oud-West,Private room,91,2.94,1,28.333333333333332
Zuid,Entire home/apt,8,0.26,1,66.66666666666667
De Pijp - Rivierenbuurt,Entire home/apt,1,0.04,1,9.476190476190476
De Baarsjes - Oud-West,Private room,2,0.07,2,34.0
De Baarsjes - Oud-West,Private room,65,2.12,1,33.0
Oud-Noord,Entire home/apt,16,0.53,1,76.66666666666667
Centrum-Oost,Entire home/apt,3,0.1,1,97.5
De Baarsjes - Oud-West,Entire home/apt,39,1.28,1,67.5
Bijlmer-Oost,Entire home/apt,42,1.37,1,250.0
Oud-Oost,Entire home/apt,10,0.34,1,41.666666666666664
Oostelijk Havengebied - Indische Buurt,Entire home/apt,10,0.4,1,18.333333333333332
De Baarsjes - Oud-West,Entire home/apt,0,0.0,1,61.0
De Baarsjes - Oud-West,Entire home/apt,7,0.23,1,55.0
Watergraafsmeer,Entire home/apt,0,0.0,1,13.0
Centrum-Oost,Entire home/apt,34,1.35,1,147.5
Centrum-West,Entire home/apt,14,0.47,1,49.5
Oostelijk Havengebied - Indische Buurt,Entire home/apt,18,0.59,1,42.5
Watergraafsmeer,Entire home/apt,2,0.07,1,40.0
Centrum-West,Private room,1,0.03,2,55.0
De Baarsjes - Oud-West,Entire home/apt,1,0.04,1,90.0
Geuzenveld - Slotermeer,Entire home/apt,4,0.14,1,37.5
Centrum-West,Entire home/apt,23,0.76,1,125.0
Oud-Oost,Entire home/apt,12,0.39,2,47.5
Zuid,Entire home/apt,11,0.36,1,220.0
De Baarsjes - Oud-West,Entire home/apt,8,0.28,1,58.5
De Baarsjes - Oud-West,Entire home/apt,16,0.52,1,23.333333333333332
De Baarsjes - Oud-West,Private room,26,0.86,2,140.0
Centrum-Oost,Private room,16,0.52,1,4.5
De Pijp - Rivierenbuurt,Entire home/apt,16,0.53,1,40.0
Westerpark,Entire home/apt,4,0.14,1,55.0
Centrum-Oost,Entire home/apt,21,0.75,1,100.0
Slotervaart,Entire home/apt,10,0.34,1,22.25
Westerpark,Entire home/apt,8,0.27,1,52.5
De Baarsjes - Oud-West,Entire home/apt,2,0.07,1,40.0
De Baarsjes - Oud-West,Entire home/apt,15,0.55,1,66.66666666666667
Centrum-Oost,Private room,2,0.07,1,110.0
De Pijp - Rivierenbuurt,Private room,1,0.03,1,128.0
Westerpark,Entire home/apt,3,0.13,1,90.0
De Baarsjes - Oud-West,Private room,122,4.06,1,55.0
De Baarsjes - Oud-West,Entire home/apt,15,0.51,2,64.0
Centrum-West,Private room,3,0.1,2,60.0
Centrum-West,Entire home/apt,6,0.2,1,200.0
De Baarsjes - Oud-West,Entire home/apt,4,0.14,1,19.0
Zuid,Entire home/apt,1,0.04,1,125.0
Centrum-West,Entire home/apt,42,1.54,3,198.33333333333334
Oostelijk Havengebied - Indische Buurt,Entire home/apt,12,0.48,1,49.666666666666664
De Pijp - Rivierenbuurt,Entire home/apt,10,0.35,1,50.0
Centrum-West,Entire home/apt,11,0.37,2,79.5
Centrum-Oost,Entire home/apt,2,0.07,1,8.25
Centrum-West,Private room,22,0.74,2,35.0
Centrum-Oost,Entire home/apt,20,0.9,1,150.0
De Pijp - Rivierenbuurt,Entire home/apt,2,0.07,1,49.333333333333336
Oud-Noord,Private room,15,0.49,1,40.0
Geuzenveld - Slotermeer,Entire home/apt,1,0.03,1,31.666666666666668
Bos en Lommer,Entire home/apt,14,0.48,1,51.666666666666664
De Pijp - Rivierenbuurt,Entire home/apt,23,0.89,1,100.0
De Baarsjes - Oud-West,Entire home/apt,3,0.1,1,49.5
Centrum-West,Entire home/apt,7,0.25,1,24.166666666666668
IJburg - Zeeburgereiland,Entire home/apt,29,0.96,1,55.0
Watergraafsmeer,Entire home/apt,9,0.32,1,92.5
De Pijp - Rivierenbuurt,Entire home/apt,19,0.63,1,90.0
Gaasperdam - Driemond,Entire home/apt,16,0.57,1,160.0
Centrum-West,Entire home/apt,2,0.07,1,62.5
Centrum-West,Private room,97,6.17,1,65.0
De Pijp - Rivierenbuurt,Entire home/apt,18,0.6,2,100.0
De Baarsjes - Oud-West,Entire home/apt,1,0.03,1,38.5
Zuid,Entire home/apt,11,0.39,1,17.857142857142858
Zuid,Entire home/apt,9,0.31,1,40.0
Bos en Lommer,Entire home/apt,0,0.0,1,42.857142857142854
Westerpark,Entire home/apt,15,0.5,1,68.5
Noord-West,Entire home/apt,6,0.2,1,17.166666666666668
De Baarsjes - Oud-West,Entire home/apt,14,0.47,1,31.666666666666668
De Baarsjes - Oud-West,Entire home/apt,15,0.61,1,75.0
De Baarsjes - Oud-West,Entire home/apt,10,0.33,1,80.0
Slotervaart,Entire home/apt,4,0.13,1,11.8
Centrum-West,Entire home/apt,3,0.1,1,25.0
Bos en Lommer,Entire home/apt,29,0.96,1,87.5
Oud-Noord,Entire home/apt,20,0.66,2,100.0
Zuid,Entire home/apt,2,0.07,1,36.333333333333336
Westerpark,Entire home/apt,3,0.1,1,35.0
De Baarsjes - Oud-West,Entire home/apt,13,0.45,1,41.666666666666664
De Pijp - Rivierenbuurt,Entire home/apt,3,0.14,1,62.5
Centrum-Oost,Entire home/apt,25,0.85,1,54.5
Westerpark,Entire home/apt,44,1.45,1,125.0
Oud-Noord,Private room,1,0.03,1,32.5
Centrum-Oost,Entire home/apt,24,0.8,2,125.0
Centrum-West,Entire home/apt,20,0.67,1,87.5
Slotervaart,Entire home/apt,20,0.66,1,23.333333333333332
Zuid,Private room,9,0.31,1,35.714285714285715
Westerpark,Entire home/apt,5,0.17,1,54.0
Westerpark,Private room,14,0.47,2,32.5
Oostelijk Havengebied - Indische Buurt,Entire home/apt,23,0.77,1,34.0
Centrum-Oost,Private room,79,2.67,3,21.428571428571427
De Pijp - Rivierenbuurt,Entire home/apt,3,0.14,1,115.0
IJburg - Zeeburgereiland,Entire home/apt,3,0.1,1,250.0
De Pijp - Rivierenbuurt,Entire home/apt,10,0.34,1,52.5
De Pijp - Rivierenbuurt,Entire home/apt,26,0.86,1,100.0
Noord-West,Entire home/apt,3,0.11,1,41.666666666666664
De Pijp - Rivierenbuurt,Entire home/apt,1,0.04,1,46.666666666666664
De Baarsjes - Oud-West,Entire home/apt,48,1.6,1,28.571428571428573
De Baarsjes - Oud-West,Private room,8,0.27,2,90.0
Centrum-Oost,Private room,31,1.11,1,24.5
Centrum-Oost,Entire home/apt,18,0.62,1,349.5
Centrum-Oost,Private room,122,3.97,5,74.0
Oostelijk Havengebied - Indische Buurt,Entire home/apt,15,0.5,1,54.5
De Baarsjes - Oud-West,Private room,69,2.73,4,80.0
De Baarsjes - Oud-West,Private room,146,4.81,2,50.0
Centrum-Oost,Entire home/apt,9,0.31,1,58.333333333333336
Centrum-Oost,Entire home/apt,28,0.92,5,65.0
Bos en Lommer,Entire home/apt,12,0.41,1,100.0
IJburg - Zeeburgereiland,Entire home/apt,24,0.8,1,248.0
Oud-Oost,Entire home/apt,27,0.93,1,100.0
De Pijp - Rivierenbuurt,Entire home/apt,3,0.1,1,112.5
Bos en Lommer,Private room,23,0.79,1,135.0
Slotervaart,Entire home/apt,24,0.79,1,100.0
Oud-Noord,Private room,82,2.7,1,95.0
De Pijp - Rivierenbuurt,Entire home/apt,23,0.77,1,56.333333333333336
De Baarsjes - Oud-West,Entire home/apt,1,0.04,1,59.0
Bos en Lommer,Entire home/apt,14,0.48,1,33.333333333333336
